test, rrt iteration, number of waypoints, distance to goal, time
1,363,0,857.259,1767
1,364,15,857.259,1779
1,365,15,841.383,1792
1,366,15,841.383,1805
1,367,15,841.383,1818
1,368,15,841.383,1832
1,369,15,841.383,1844
1,370,15,841.383,1857
1,371,15,841.383,1870
1,372,15,841.383,1883
1,373,15,841.383,1896
1,374,15,841.383,1908
1,375,15,841.383,1920
1,376,15,841.21,1935
1,377,15,841.21,1951
1,378,15,841.21,1964
1,379,15,841.21,1975
1,380,15,841.21,1989
1,381,15,841.21,2002
1,382,15,841.21,2016
1,383,15,841.21,2030
1,384,15,832.825,2043
1,385,15,832.825,2057
1,386,15,832.779,2072
1,387,15,832.779,2086
1,388,15,832.779,2100
1,389,15,832.779,2117
1,390,15,832.779,2130
1,391,15,832.779,2143
1,392,15,832.779,2159
1,393,15,832.779,2174
1,394,15,832.779,2189
1,395,15,832.779,2201
1,396,15,832.779,2213
1,397,15,832.779,2228
1,398,15,832.779,2242
1,399,15,832.665,2256
1,400,15,832.665,2270
1,401,15,832.665,2285
1,402,15,832.665,2299
1,403,15,832.665,2312
1,404,15,832.665,2328
1,405,15,832.665,2343
1,406,15,832.665,2356
1,407,15,832.665,2370
1,408,15,832.665,2386
1,409,15,832.665,2403
1,410,15,832.665,2419
1,411,15,832.665,2431
1,412,15,832.665,2445
1,413,15,816.456,2461
1,414,14,816.456,2476
1,415,14,816.456,2490
1,416,14,816.456,2505
1,417,14,816.456,2519
1,418,14,816.444,2534
1,419,14,816.444,2548
1,420,14,816.444,2562
1,421,14,816.444,2577
1,422,14,816.444,2595
1,423,14,816.444,2612
1,424,14,816.444,2628
1,425,14,816.444,2643
1,426,14,816.444,2658
1,427,14,816.444,2672
1,428,14,816.444,2687
1,429,14,816.444,2701
1,430,14,816.444,2717
1,431,14,816.444,2732
1,432,14,816.444,2747
1,433,14,816.444,2762
1,434,14,816.444,2777
1,435,14,816.444,2795
1,436,14,816.444,2810
1,437,14,816.444,2824
1,438,14,816.444,2838
1,439,14,816.444,2856
1,440,14,816.444,2872
1,441,14,816.444,2888
1,442,14,816.444,2902
1,443,14,816.444,2917
1,444,14,816.444,2932
1,445,14,816.444,2948
1,446,14,816.444,2964
1,447,14,816.444,2979
1,448,14,816.444,2995
1,449,14,816.444,3010
1,450,14,816.444,3029
1,451,14,816.444,3046
1,452,14,816.444,3065
1,453,14,816.444,3079
1,454,14,816.444,3097
1,455,14,816.444,3113
1,456,14,816.444,3128
1,457,14,816.444,3143
1,458,14,816.444,3159
1,459,14,816.444,3175
1,460,14,816.444,3191
1,461,14,816.444,3208
1,462,14,816.444,3224
1,463,13,816.444,3239
1,464,13,816.444,3254
1,465,13,816.444,3272
1,466,13,816.444,3287
1,467,13,816.444,3302
1,468,13,816.444,3319
1,469,13,816.444,3336
1,470,13,816.444,3352
1,471,13,816.444,3367
1,472,13,816.444,3383
1,473,13,816.444,3399
1,474,13,816.444,3415
1,475,13,816.444,3432
1,476,13,813.636,3449
1,477,13,813.636,3466
1,478,13,813.636,3482
1,479,13,813.636,3497
