test, rrt iteration, number of waypoints, distance to goal, time
1,56,0,378.756,262
1,57,5,378.756,268
1,58,5,377.621,277
1,59,5,377.621,286
1,60,5,377.621,293
1,61,5,377.621,300
1,62,5,377.621,305
1,63,5,370.787,314
1,64,5,370.787,323
1,65,5,370.787,331
1,66,5,370.787,339
1,67,5,370.787,346
1,68,5,370.787,358
1,69,5,370.787,368
1,70,5,370.787,379
1,71,5,370.787,389
1,72,5,370.787,397
1,73,5,370.787,403
1,74,5,370.787,413
1,75,5,368.215,424
1,76,5,363.804,435
1,77,4,363.804,444
1,78,4,363.804,455
1,79,4,363.804,465
1,80,4,363.804,477
1,81,4,363.804,487
1,82,4,363.804,497
1,83,4,363.804,507
1,84,4,356.695,520
1,85,5,355.239,533
1,86,5,355.239,545
1,87,5,355.239,559
1,88,5,355.239,569
1,89,5,355.239,582
1,90,5,355.015,596
1,91,5,354.828,610
1,92,4,354.828,623
1,93,4,354.828,636
1,94,4,350.381,650
1,95,5,350.381,663
1,96,5,350.381,679
1,97,5,350.381,693
1,98,5,350.381,706
1,99,5,350.381,719
1,100,5,350.381,732
1,101,5,350.381,747
1,102,5,350.381,766
1,103,5,350.381,783
1,104,5,350.381,796
1,105,5,350.381,816
1,106,5,350.381,832
1,107,5,350.381,849
1,108,5,350.381,867
1,109,5,348.296,884
1,110,5,348.296,908
1,111,5,348.296,925
1,112,5,348.102,944
1,113,5,348.102,961
1,114,5,348.102,977
1,115,5,348.102,997
1,116,5,348.102,1015
1,117,5,348.102,1036
1,118,5,348.102,1054
1,119,5,348.102,1073
1,120,5,348.102,1089
1,121,5,348.102,1118
1,122,5,348.102,1155
1,123,5,348.102,1188
1,124,5,348.102,1211
1,125,5,348.102,1228
1,126,5,348.102,1245
1,127,5,345.485,1268
1,128,5,345.485,1289
1,129,5,345.485,1314
1,130,5,345.485,1339
1,131,5,345.485,1358
1,132,5,345.485,1376
1,133,5,345.485,1394
1,134,5,345.485,1415
1,135,5,345.485,1443
1,136,5,345.485,1464
1,137,5,345.485,1481
1,138,5,344.726,1504
1,139,5,344.726,1523
1,140,5,344.726,1545
1,141,5,344.726,1569
1,142,6,344.726,1591
1,143,6,344.726,1609
1,144,6,344.726,1622
1,145,6,344.726,1639
1,146,6,344.726,1657
1,147,6,344.726,1682
1,148,6,344.726,1704
1,149,6,344.726,1722
1,150,6,344.726,1745
1,151,6,344.726,1762
1,152,6,344.293,1781
1,153,6,344.293,1803
1,154,6,344.293,1826
1,155,6,344.293,1846
1,156,6,344.293,1874
1,157,6,344.293,1893
1,158,6,344.293,1914
1,159,6,344.293,1936
1,160,6,344.293,1959
1,161,6,344.293,1978
1,162,6,344.293,1997
1,163,6,344.293,2020
1,164,6,344.293,2041
1,165,6,344.293,2063
1,166,6,344.293,2098
1,167,6,344.293,2118
1,168,6,343.85,2142
1,169,6,343.85,2163
1,170,6,343.85,2191
1,171,6,343.85,2206
1,172,6,343.85,2226
1,173,6,343.85,2248
1,174,6,343.85,2268
1,175,6,343.85,2290
1,176,6,343.85,2331
1,177,6,343.85,2351
1,178,6,343.85,2374
1,179,6,343.85,2396
1,180,6,343.85,2415
1,181,6,343.85,2435
1,182,6,343.85,2455
1,183,6,343.85,2477
1,184,6,343.85,2501
1,185,6,343.85,2525
1,186,6,343.85,2551
1,187,6,343.85,2571
1,188,6,343.85,2592
1,189,6,343.85,2619
1,190,6,343.85,2643
1,191,6,343.85,2667
