test, rrt iteration, number of waypoints, distance to goal, time
1,108,0,825.595,164
1,109,10,775.603,167
1,110,10,775.603,171
1,111,10,775.603,174
1,112,10,775.603,177
1,113,10,775.603,181
1,114,9,775.603,185
1,115,9,775.603,188
1,116,9,775.603,192
1,117,9,775.603,195
1,118,10,775.603,199
1,119,10,775.603,202
1,120,10,775.603,206
1,121,10,775.603,209
1,122,10,775.603,213
1,123,11,775.603,217
1,124,11,775.603,221
1,125,11,775.603,225
1,126,11,775.603,228
1,127,11,760.338,232
1,128,11,760.338,236
1,129,11,760.338,240
1,130,11,760.338,243
1,131,11,760.338,247
1,132,11,760.338,251
1,133,11,760.338,255
1,134,11,760.338,260
1,135,11,760.338,264
1,136,11,760.338,268
1,137,11,760.338,272
1,138,11,760.338,277
1,139,11,758.36,281
1,140,11,758.36,285
1,141,11,758.36,289
1,142,11,758.36,294
1,143,11,758.36,298
1,144,11,758.36,302
1,145,11,758.36,306
1,146,11,758.36,311
1,147,11,758.36,315
1,148,11,758.36,320
1,149,11,758.36,324
1,150,11,758.36,329
1,151,11,758.36,333
1,152,11,758.36,338
1,153,11,758.36,342
1,154,11,758.36,347
1,155,11,758.36,351
1,156,11,758.36,356
1,157,11,758.36,360
1,158,11,758.36,365
1,159,11,758.36,370
1,160,10,751.823,375
1,161,10,751.823,380
1,162,10,751.823,385
1,163,10,751.823,390
1,164,10,751.823,395
1,165,10,751.823,399
1,166,10,751.823,404
1,167,10,751.823,410
1,168,10,751.823,414
1,169,10,751.823,420
1,170,10,751.823,425
1,171,10,751.823,430
1,172,10,751.823,435
1,173,10,751.823,440
1,174,10,751.823,445
1,175,10,751.264,450
1,176,10,751.264,455
1,177,10,751.264,461
1,178,10,751.264,466
1,179,10,751.264,471
1,180,10,751.264,476
1,181,10,751.264,482
1,182,10,751.264,487
1,183,10,751.264,492
1,184,10,751.264,498
1,185,10,751.264,503
1,186,11,751.264,509
1,187,10,751.264,514
1,188,10,747.652,519
1,189,10,747.652,525
1,190,10,747.652,531
1,191,10,747.652,536
1,192,10,747.652,542
1,193,10,747.652,548
1,194,10,747.652,554
1,195,10,747.652,559
1,196,10,747.652,565
1,197,10,747.652,571
1,198,10,747.652,576
1,199,10,747.652,582
1,200,10,747.122,588
1,201,12,745.84,594
1,202,12,745.84,600
1,203,12,745.84,606
1,204,12,745.84,612
1,205,12,745.84,618
1,206,12,745.84,624
1,207,12,745.84,630
1,208,12,745.84,636
1,209,12,745.84,643
1,210,12,745.84,648
1,211,12,745.84,655
1,212,12,745.84,661
1,213,12,745.84,667
1,214,12,745.84,673
1,215,12,745.84,680
1,216,12,745.84,686
1,217,12,745.84,692
1,218,12,745.84,699
1,219,12,745.84,705
1,220,12,745.84,712
1,221,12,745.84,718
1,222,12,745.84,725
1,223,12,745.84,731
1,224,12,745.84,738
1,225,12,745.84,744
1,226,12,745.84,750
1,227,12,745.84,757
1,228,12,745.84,764
1,229,12,745.84,770
1,230,12,745.84,777
1,231,12,745.84,784
1,232,12,745.84,791
1,233,12,744.631,798
1,234,12,744.631,805
1,235,12,744.631,812
1,236,12,744.631,819
1,237,12,744.631,826
1,238,12,744.631,832
1,239,12,744.631,839
1,240,12,744.631,846
1,241,12,744.631,853
1,242,12,744.631,860
1,243,12,744.631,867
1,244,11,744.631,874
1,245,11,744.631,881
1,246,11,744.631,888
1,247,11,744.631,895
1,248,11,744.631,903
1,249,11,744.631,910
1,250,11,743.663,917
1,251,11,743.663,924
1,252,11,743.663,931
1,253,11,743.663,938
1,254,11,743.663,946
1,255,11,743.663,953
1,256,11,743.663,961
1,257,11,743.663,968
1,258,11,743.663,976
1,259,11,743.663,983
1,260,11,743.663,991
1,261,11,743.663,998
1,262,11,743.663,1006
1,263,11,743.663,1013
1,264,11,743.663,1021
1,265,11,743.663,1029
1,266,11,743.663,1036
1,267,11,743.663,1044
1,268,11,743.663,1052
1,269,11,743.663,1060
1,270,11,743.663,1067
1,271,11,743.663,1075
1,272,11,743.663,1083
1,273,11,743.663,1091
1,274,11,743.663,1098
1,275,11,743.663,1106
1,276,11,743.663,1114
1,277,11,743.663,1122
1,278,11,743.663,1130
1,279,11,743.663,1138
1,280,11,743.663,1146
1,281,11,743.663,1154
1,282,11,743.663,1162
1,283,11,743.663,1170
1,284,11,743.663,1179
1,285,11,743.663,1187
1,286,11,743.663,1195
1,287,11,743.663,1203
1,288,11,743.663,1211
1,289,11,743.663,1220
1,290,11,743.663,1228
1,291,11,743.663,1237
1,292,11,743.663,1245
1,293,11,743.663,1253
1,294,11,743.663,1262
1,295,11,743.663,1270
1,296,11,743.663,1279
1,297,11,743.663,1287
1,298,11,743.663,1296
1,299,11,743.663,1304
1,300,11,743.663,1313
1,301,11,743.663,1322
1,302,11,743.663,1331
1,303,11,743.663,1339
1,304,11,743.663,1348
1,305,11,743.663,1357
1,306,11,743.663,1366
1,307,11,743.663,1375
1,308,11,743.494,1384
1,309,11,743.494,1393
1,310,11,743.494,1401
1,311,11,743.494,1410
1,312,11,743.494,1419
1,313,11,743.494,1428
1,314,11,743.494,1437
1,315,11,743.494,1446
1,316,11,743.494,1456
1,317,11,743.494,1465
1,318,11,743.494,1474
1,319,11,743.494,1483
1,320,11,743.494,1492
1,321,11,743.494,1501
1,322,11,743.494,1511
1,323,11,743.494,1520
1,324,11,743.494,1529
1,325,11,743.494,1539
1,326,11,743.494,1548
1,327,11,743.494,1557
1,328,11,743.494,1567
1,329,11,743.494,1576
1,330,11,743.494,1585
1,331,11,743.494,1595
1,332,11,743.494,1605
1,333,11,743.494,1614
1,334,11,743.494,1624
1,335,11,743.494,1633
1,336,11,743.494,1643
1,337,11,743.494,1653
1,338,11,743.494,1663
1,339,11,743.494,1672
1,340,11,743.494,1682
1,341,11,743.494,1692
1,342,11,743.494,1702
1,343,11,743.309,1712
1,344,11,743.309,1721
1,345,11,743.309,1731
1,346,11,743.309,1741
1,347,11,743.309,1751
1,348,11,743.309,1761
1,349,11,743.309,1771
1,350,11,743.309,1781
1,351,11,743.309,1791
1,352,11,743.309,1801
1,353,11,743.309,1812
1,354,11,743.309,1823
1,355,11,743.309,1833
1,356,11,743.309,1843
1,357,11,743.309,1853
1,358,11,743.309,1863
1,359,11,743.309,1873
1,360,11,743.309,1884
1,361,11,743.309,1894
1,362,11,743.309,1905
1,363,11,743.309,1915
1,364,11,743.309,1925
1,365,11,743.309,1936
1,366,11,743.309,1947
1,367,11,743.309,1957
1,368,11,743.309,1968
1,369,11,743.309,1978
1,370,11,743.309,1988
1,371,11,743.309,1999
1,372,11,743.309,2010
1,373,11,743.309,2021
1,374,11,743.309,2032
1,375,11,743.309,2042
1,376,11,743.309,2053
1,377,11,743.309,2064
1,378,11,743.309,2075
1,379,11,743.309,2086
1,380,11,743.309,2096
1,381,11,743.309,2107
1,382,11,743.309,2118
1,383,11,743.309,2129
1,384,11,743.309,2140
1,385,11,743.309,2151
1,386,11,743.309,2162
1,387,11,743.309,2173
1,388,11,743.309,2184
1,389,11,743.309,2195
1,390,11,743.309,2206
1,391,11,743.309,2217
1,392,11,743.309,2228
1,393,11,741.379,2239
1,394,11,741.379,2250
1,395,11,741.379,2261
1,396,11,741.379,2273
1,397,11,741.379,2284
1,398,11,741.379,2296
1,399,11,741.379,2307
1,400,11,741.379,2319
1,401,11,741.379,2330
1,402,11,741.379,2341
1,403,11,741.379,2353
1,404,11,741.379,2364
1,405,11,741.379,2376
1,406,11,741.379,2387
1,407,11,741.379,2399
1,408,11,740.858,2411
1,409,10,740.858,2422
1,410,10,740.858,2434
1,411,10,740.858,2446
1,412,10,740.858,2458
1,413,10,740.858,2470
1,414,10,740.858,2482
1,415,10,740.858,2494
1,416,10,740.858,2505
1,417,10,740.858,2517
1,418,10,740.858,2529
1,419,10,740.858,2541
1,420,10,740.858,2553
1,421,10,740.858,2565
1,422,10,740.858,2577
1,423,10,740.858,2589
1,424,10,740.858,2601
1,425,10,740.858,2613
1,426,10,740.858,2625
1,427,10,740.858,2637
1,428,10,740.858,2649
1,429,10,740.858,2661
1,430,10,740.858,2674
1,431,10,740.858,2686
1,432,10,740.858,2698
1,433,10,740.858,2711
1,434,10,740.858,2723
1,435,10,740.858,2735
1,436,10,740.858,2747
1,437,10,740.858,2760
1,438,10,740.858,2772
1,439,10,740.583,2784
1,440,10,740.583,2797
1,441,10,740.583,2810
1,442,10,740.583,2822
1,443,10,740.583,2835
1,444,10,740.583,2848
1,445,10,740.583,2860
1,446,10,740.583,2873
1,447,10,740.583,2885
1,448,10,740.583,2897
1,449,10,740.583,2910
1,450,10,740.583,2923
1,451,10,740.583,2935
1,452,10,740.583,2948
1,453,10,740.583,2961
1,454,10,740.583,2974
1,455,10,740.583,2987
1,456,10,740.583,3000
1,457,10,740.583,3013
1,458,10,740.583,3026
1,459,10,740.583,3038
1,460,10,740.583,3051
1,461,10,740.583,3064
1,462,10,740.583,3077
1,463,10,740.583,3091
1,464,10,740.583,3105
1,465,10,740.583,3118
1,466,10,740.583,3131
1,467,10,740.583,3144
1,468,10,740.583,3157
1,469,10,740.583,3170
1,470,10,740.583,3183
1,471,10,740.583,3197
1,472,10,740.583,3210
1,473,10,740.583,3223
1,474,10,740.583,3237
1,475,10,740.583,3251
1,476,10,740.583,3264
1,477,10,740.583,3278
1,478,10,740.583,3291
1,479,10,740.583,3305
1,480,10,740.583,3319
1,481,10,740.583,3333
1,482,10,740.583,3347
1,483,10,740.583,3360
1,484,10,740.583,3374
1,485,10,740.583,3388
1,486,10,740.583,3401
1,487,10,740.583,3416
1,488,10,740.583,3429
1,489,10,740.583,3443
1,490,10,740.583,3457
1,491,10,740.583,3471
1,492,10,740.583,3484
1,493,10,740.583,3499
1,494,10,740.583,3513
1,495,10,740.583,3527
1,496,10,740.583,3541
1,497,10,740.583,3556
1,498,10,740.583,3570
1,499,10,740.583,3584
1,500,10,740.583,3598
1,501,10,740.583,3613
1,502,10,740.583,3627
1,503,10,740.56,3642
1,504,10,740.56,3656
