test, rrt iteration, number of waypoints, distance to goal
1,252,0,830.718
1,253,23,830.718
1,254,23,830.718
1,255,23,830.718
1,256,23,830.718
1,257,23,830.718
1,258,23,830.718
1,259,23,830.718
1,260,23,830.718
1,261,23,830.718
1,262,23,830.718
1,263,23,830.718
1,264,23,830.718
1,265,23,830.718
1,266,23,830.718
1,267,23,830.718
1,268,23,830.718
1,269,23,830.718
1,270,23,830.718
1,271,23,830.718
1,272,23,830.718
1,273,23,830.718
1,274,23,830.718
1,275,23,830.718
1,276,23,830.718
1,277,23,830.718
1,278,23,830.718
1,279,23,830.718
1,280,23,830.718
1,281,23,830.718
1,282,23,830.718
1,283,23,829.926
1,284,23,829.926
1,285,23,829.926
1,286,23,829.926
1,287,23,829.926
1,288,23,829.926
1,289,24,829.926
1,290,24,829.926
1,291,24,829.926
1,292,24,829.926
1,293,24,829.926
1,294,24,829.926
1,295,24,829.926
1,296,24,829.926
1,297,24,829.926
1,298,24,829.926
1,299,24,829.926
1,300,24,829.926
1,301,24,829.926
1,302,24,829.926
1,303,24,829.926
1,304,24,829.926
1,305,24,829.926
1,306,24,829.926
1,307,24,829.926
1,308,24,829.926
1,309,23,829.926
1,310,23,829.926
1,311,23,829.926
1,312,23,829.926
1,313,23,829.926
1,314,23,829.926
1,315,23,826.809
1,316,23,826.809
1,317,23,826.809
1,318,24,826.809
1,319,24,826.809
1,320,24,826.809
1,321,24,826.809
1,322,24,826.809
1,323,24,826.809
1,324,24,826.809
1,325,24,826.809
1,326,24,826.809
1,327,24,826.809
1,328,24,826.809
1,329,24,826.809
1,330,24,826.809
1,331,24,825.146
1,332,24,825.146
1,333,24,825.146
1,334,24,825.146
1,335,25,824.765
1,336,25,824.765
1,337,25,824.765
1,338,25,824.765
1,339,25,824.765
1,340,25,824.765
1,341,25,824.765
1,342,25,824.765
1,343,25,824.765
1,344,25,824.765
1,345,25,824.765
1,346,25,824.765
1,347,25,824.765
1,348,25,824.765
1,349,25,824.765
1,350,25,824.765
1,351,25,824.765
1,352,25,824.765
1,353,25,824.765
1,354,25,824.765
1,355,25,824.765
1,356,25,820.807
1,357,25,820.807
1,358,26,820.807
1,359,26,820.807
1,360,26,820.807
1,361,24,820.807
1,362,24,820.807
1,363,24,820.807
1,364,24,820.807
1,365,24,820.807
1,366,24,819.987
1,367,24,819.987
1,368,24,819.987
1,369,24,819.987
1,370,24,819.987
1,371,24,819.987
1,372,24,819.987
1,373,24,819.987
1,374,24,819.987
1,375,24,819.987
1,376,24,819.987
1,377,24,819.987
1,378,24,819.987
1,379,24,813.367
1,380,24,813.367
1,381,24,813.367
1,382,24,813.367
1,383,24,813.367
1,384,24,813.161
1,385,24,813.161
1,386,24,813.138
1,387,24,813.138
1,388,24,813.138
1,389,24,813.138
1,390,24,813.138
1,391,24,813.138
1,392,24,813.138
1,393,24,813.138
1,394,25,813.138
1,395,25,813.138
1,396,25,813.138
1,397,25,813.138
1,398,25,813.138
1,399,25,813.138
1,400,25,813.138
1,401,25,813.138
1,402,25,813.138
1,403,25,813.138
1,404,25,813.138
1,405,25,813.138
1,406,25,813.138
1,407,25,813.138
1,408,25,813.138
1,409,25,813.138
1,410,25,813.138
1,411,25,812.25
1,412,25,812.25
1,413,25,812.25
1,414,25,812.25
1,415,25,812.25
1,416,25,812.25
1,417,25,812.25
1,418,25,812.25
1,419,25,812.25
1,420,25,812.25
1,421,25,812.25
1,422,25,812.25
1,423,25,812.25
1,424,25,812.25
1,425,25,812.25
1,426,25,812.25
1,427,25,812.25
1,428,25,812.25
1,429,25,812.25
1,430,25,812.25
1,431,25,812.25
1,432,25,812.25
1,433,25,812.25
1,434,24,812.25
1,435,24,812.25
1,436,26,812.25
1,437,26,812.25
1,438,26,812.25
1,439,26,812.25
1,440,26,812.25
1,441,26,812.25
1,442,26,812.25
1,443,26,812.25
1,444,26,810.178
1,445,26,810.178
1,446,26,810.178
1,447,26,810.178
1,448,26,810.178
1,449,26,810.178
1,450,26,810.178
1,451,26,810.178
1,452,26,810.178
1,453,25,810.178
1,454,25,810.178
1,455,25,810.178
1,456,25,810.178
1,457,25,810.178
1,458,25,810.178
1,459,25,810.178
1,460,25,810.048
1,461,25,810.048
1,462,25,810.048
1,463,25,809.647
1,464,25,809.647
1,465,25,809.647
1,466,25,809.647
1,467,25,809.647
1,468,25,809.647
1,469,25,809.647
1,470,25,809.647
1,471,25,809.647
1,472,25,809.647
1,473,24,809.647
1,474,24,809.647
1,475,25,809.647
1,476,25,809.647
1,477,25,809.647
1,478,25,809.647
1,479,25,809.647
1,480,25,809.647
1,481,25,809.647
1,482,25,809.647
1,483,25,808.679
1,484,25,808.679
1,485,24,808.679
1,486,24,808.679
1,487,24,808.679
1,488,24,808.679
1,489,24,808.679
1,490,24,808.679
1,491,24,808.679
1,492,24,808.679
1,493,24,807.034
1,494,24,807.034
1,495,24,807.034
1,496,24,807.034
1,497,24,807.034
1,498,24,807.034
1,499,24,807.034
1,500,24,807.034
1,501,24,807.034
1,502,24,807.034
1,503,24,807.034
1,504,24,807.034
1,505,24,807.034
1,506,24,807.034
