test, rrt iteration, number of waypoints, distance to goal
1,577,0,725.824
1,578,11,725.824
1,579,11,725.824
1,580,11,725.824
1,581,11,725.824
1,582,11,715.246
1,583,11,715.246
1,584,11,715.246
1,585,11,715.246
1,586,11,715.246
1,587,11,715.246
1,588,11,715.246
1,589,11,715.246
1,590,11,715.246
1,591,11,715.246
1,592,11,715.246
1,593,11,715.246
1,594,11,715.246
1,595,11,715.246
1,596,11,715.246
1,597,11,715.246
1,598,11,715.246
1,599,11,715.246
1,600,11,715.246
1,601,11,715.246
1,602,11,715.246
1,603,11,710.028
1,604,11,710.028
1,605,11,710.028
1,606,11,710.028
1,607,11,710.028
1,608,11,710.028
1,609,11,710.028
1,610,11,710.028
1,611,11,710.028
1,612,11,710.028
1,613,11,710.028
1,614,11,643.181
1,615,11,639.414
1,616,11,639.414
1,617,11,639.414
1,618,11,639.414
1,619,11,639.414
1,620,11,639.414
1,621,11,639.414
1,622,11,639.414
1,623,11,639.414
1,624,11,639.414
1,625,11,639.414
1,626,11,639.414
1,627,11,639.414
1,628,11,639.414
1,629,11,639.414
1,630,11,639.414
1,631,11,639.414
1,632,11,639.414
1,633,11,639.414
1,634,11,639.414
1,635,11,639.414
1,636,11,639.414
1,637,11,639.414
1,638,11,639.348
1,639,11,639.344
1,640,11,630.917
1,641,11,630.917
1,642,11,630.917
1,643,11,630.917
1,644,11,630.917
1,645,11,630.917
1,646,11,630.917
1,647,11,630.917
1,648,11,630.917
1,649,11,630.917
1,650,11,630.917
1,651,11,630.917
1,652,11,630.917
1,653,11,630.917
1,654,11,630.917
1,655,11,630.917
1,656,11,630.917
1,657,11,630.917
1,658,11,630.917
1,659,11,630.917
1,660,11,630.917
1,661,11,630.917
1,662,11,630.917
1,663,11,630.917
1,664,11,630.913
1,665,11,630.913
1,666,11,630.913
1,667,11,630.913
1,668,11,630.913
1,669,11,630.913
1,670,11,630.913
1,671,11,630.913
1,672,11,630.913
1,673,11,630.913
1,674,11,630.913
1,675,11,630.913
1,676,11,630.913
1,677,11,630.913
1,678,11,630.913
1,679,11,630.913
1,680,11,630.913
1,681,11,630.913
1,682,11,630.913
1,683,11,630.913
1,684,11,630.913
1,685,11,630.913
1,686,11,626.409
1,687,12,625.727
1,688,12,625.727
1,689,12,625.727
1,690,12,625.727
1,691,12,625.727
1,692,12,625.727
1,693,12,625.727
1,694,12,625.727
1,695,12,625.727
1,696,12,625.727
1,697,12,625.706
1,698,12,625.706
1,699,12,625.706
1,700,12,625.492
1,701,11,625.492
1,702,11,625.492
1,703,11,625.492
1,704,11,625.492
1,705,11,625.492
1,706,11,625.492
1,707,11,625.492
1,708,11,625.492
1,709,11,625.492
1,710,11,625.492
1,711,11,625.492
1,712,11,625.492
1,713,11,625.492
1,714,11,625.492
1,715,11,625.492
1,716,11,625.492
1,717,11,625.492
1,718,11,622.642
1,719,11,622.642
1,720,11,622.642
1,721,11,622.642
1,722,11,622.642
1,723,11,622.642
1,724,11,622.642
1,725,11,622.642
1,726,11,622.631
1,727,11,622.631
1,728,11,622.631
1,729,11,622.631
1,730,11,622.631
1,731,11,622.631
1,732,11,622.631
1,733,11,622.631
1,734,11,622.631
1,735,11,622.013
1,736,11,622.013
1,737,11,622.013
1,738,11,622.013
1,739,11,622.013
1,740,11,622.013
1,741,11,622.013
1,742,11,622.013
1,743,11,622.013
1,744,11,622.013
1,745,11,622.013
1,746,11,622.013
1,747,11,622.013
1,748,11,622.013
1,749,11,622.013
1,750,11,622.013
1,751,11,622.013
1,752,11,622.013
1,753,11,622.013
1,754,11,622.013
1,755,11,622.013
1,756,11,622.013
1,757,11,622.013
1,758,11,622.013
1,759,11,622.013
1,760,11,622.013
1,761,11,622.013
1,762,11,622.013
1,763,11,622.013
1,764,11,622.013
1,765,11,622.013
1,766,11,622.013
1,767,11,622.013
1,768,11,622.013
1,769,11,622.013
1,770,11,622.013
1,771,11,622.013
1,772,11,622.013
1,773,11,622.013
1,774,11,622.013
1,775,11,622.013
1,776,11,622.013
1,777,11,622.013
1,778,11,622.013
1,779,11,622.013
1,780,11,622.013
1,781,11,622.013
1,782,11,622.013
1,783,11,622.013
1,784,11,622.013
1,785,11,622.013
1,786,11,622.013
1,787,11,622.013
1,788,11,622.013
1,789,11,622.013
1,790,12,622.013
1,791,12,622.013
1,792,12,622.013
1,793,12,622.013
1,794,12,622.013
1,795,12,622.013
1,796,12,622.013
1,797,12,622.013
1,798,12,622.013
1,799,12,622.013
1,800,12,622.013
1,801,12,622.013
1,802,12,622.013
1,803,12,622.013
1,804,12,622.013
1,805,12,622.013
1,806,12,622.013
1,807,12,622.013
1,808,12,622.013
1,809,12,622.013
1,810,12,620.794
1,811,12,620.794
1,812,12,620.794
1,813,12,620.794
1,814,12,620.794
1,815,12,620.794
1,816,12,620.794
1,817,12,620.794
1,818,12,620.794
1,819,12,620.794
1,820,12,620.794
1,821,12,620.794
1,822,12,620.794
1,823,12,620.794
1,824,12,620.794
1,825,12,620.794
1,826,12,620.794
1,827,14,620.794
1,828,14,620.794
1,829,14,620.794
1,830,14,620.794
1,831,14,620.794
1,832,14,620.794
1,833,14,620.794
1,834,14,620.794
1,835,14,619.587
1,836,14,619.587
1,837,14,619.587
1,838,14,619.587
1,839,14,619.587
1,840,14,619.587
1,841,14,619.587
1,842,14,619.341
1,843,14,619.341
1,844,14,619.341
1,845,14,619.341
1,846,14,619.341
1,847,14,619.341
1,848,14,619.341
1,849,15,619.341
1,850,15,619.341
1,851,15,619.341
1,852,15,619.341
1,853,15,619.341
1,854,15,619.341
1,855,15,619.341
1,856,15,619.341
1,857,15,619.341
1,858,15,619.341
1,859,15,619.341
1,860,13,619.341
1,861,13,619.341
1,862,13,619.341
1,863,13,619.341
1,864,13,618.999
1,865,13,618.999
1,866,13,618.999
1,867,13,618.999
1,868,13,618.999
1,869,13,618.999
1,870,13,618.999
1,871,13,618.999
1,872,13,618.999
1,873,13,618.999
1,874,13,618.999
1,875,13,618.999
1,876,13,618.999
1,877,13,618.999
1,878,13,618.999
1,879,13,618.999
1,880,13,618.999
1,881,13,618.999
1,882,13,618.999
1,883,13,618.999
1,884,13,618.999
1,885,13,618.999
1,886,13,618.853
1,887,13,618.853
1,888,13,618.149
1,889,13,618.149
1,890,13,618.149
1,891,13,618.149
1,892,13,618.149
1,893,13,618.149
1,894,13,618.149
1,895,13,618.149
1,896,13,618.149
1,897,13,618.149
1,898,13,618.149
1,899,13,618.149
1,900,13,618.149
1,901,13,618.149
