test, rrt iteration, number of waypoints, distance to goal
1,344,9,597.811
1,345,9,597.811
1,346,9,597.811
1,347,9,597.811
1,348,9,597.811
1,349,9,597.811
1,350,9,597.811
1,351,9,597.811
1,352,9,597.811
1,353,9,597.811
1,354,9,597.811
1,355,9,597.811
1,356,9,597.811
1,357,9,597.811
1,358,9,597.811
1,359,9,597.811
1,360,9,597.811
1,361,9,597.811
1,362,9,597.811
1,363,9,597.811
1,364,9,597.811
1,365,9,597.811
1,366,9,597.811
1,367,9,597.811
1,368,9,597.811
1,369,9,597.811
1,370,9,597.811
1,371,9,597.811
1,372,9,597.811
1,373,9,597.811
1,374,9,597.811
1,375,9,597.811
1,376,9,597.811
1,377,9,597.811
1,378,9,597.811
1,379,9,597.811
1,380,9,597.811
1,381,9,597.811
1,382,9,597.811
1,383,9,597.811
1,384,9,597.811
1,385,9,597.811
1,386,9,597.811
1,387,9,597.811
1,388,9,597.811
1,389,9,597.811
1,390,9,597.811
1,391,9,597.811
1,392,9,597.811
1,393,9,597.811
1,394,9,597.811
1,395,9,597.811
1,396,9,597.811
1,397,9,597.811
1,398,9,597.811
1,399,9,597.811
1,400,9,597.811
1,401,9,597.811
1,402,9,597.811
1,403,9,597.811
1,404,9,597.811
1,405,9,597.811
1,406,9,597.811
1,407,9,597.811
1,408,9,597.811
1,409,9,597.811
1,410,9,597.811
1,411,9,597.811
1,412,9,597.811
1,413,9,597.811
1,414,9,597.811
1,415,9,597.811
1,416,9,597.811
1,417,9,597.811
1,418,9,597.811
1,419,9,597.811
1,420,9,597.811
1,421,9,597.811
1,422,9,597.811
1,423,9,597.811
1,424,9,597.811
1,425,9,597.811
1,426,9,597.811
1,427,9,597.811
1,428,9,597.811
1,429,9,597.811
1,430,9,597.811
1,431,9,597.811
1,432,9,597.811
1,433,9,597.811
1,434,9,597.811
1,435,9,597.811
1,436,9,597.811
1,437,9,597.811
1,438,9,597.811
1,439,9,597.811
1,440,9,597.811
1,441,9,597.811
1,442,9,597.811
1,443,9,597.811
1,444,9,597.811
1,445,9,597.811
1,446,9,597.811
1,447,9,597.811
1,448,9,597.811
1,449,9,597.811
1,450,9,597.811
1,451,9,597.811
1,452,9,597.811
1,453,9,597.811
1,454,9,597.811
1,455,9,597.811
1,456,9,597.811
1,457,9,597.811
1,458,9,597.811
1,459,10,597.811
1,460,10,597.811
1,461,9,597.811
1,462,9,597.811
1,463,9,597.811
1,464,9,597.811
1,465,9,597.811
1,466,9,597.811
1,467,9,597.811
1,468,9,597.811
1,469,9,597.411
1,470,9,597.411
1,471,9,597.411
1,472,9,597.411
1,473,9,597.411
1,474,9,597.411
1,475,9,597.411
1,476,9,597.411
1,477,9,597.411
1,478,9,597.411
1,479,9,597.411
1,480,9,597.411
1,481,9,597.411
1,482,9,597.411
1,483,9,597.411
1,484,9,596.517
1,485,9,596.517
1,486,9,596.517
1,487,9,596.517
1,488,9,596.517
1,489,9,596.517
1,490,9,596.517
1,491,9,596.517
1,492,9,596.517
1,493,9,596.517
1,494,9,596.517
1,495,9,596.517
1,496,9,596.517
1,497,9,596.517
1,498,9,596.517
1,499,9,596.517
1,500,9,596.517
1,501,9,596.517
1,502,9,596.517
1,503,9,596.517
1,504,9,596.517
1,505,9,596.517
1,506,9,596.517
1,507,9,596.517
1,508,9,596.517
1,509,9,596.517
1,510,9,596.517
1,511,9,596.517
1,512,9,596.517
1,513,9,596.517
1,514,9,596.517
1,515,9,596.517
1,516,9,596.517
1,517,9,596.517
1,518,9,596.517
1,519,9,596.517
1,520,9,596.517
1,521,9,596.517
1,522,9,596.517
1,523,9,596.517
1,524,9,596.517
1,525,9,596.517
1,526,9,596.517
1,527,9,596.517
1,528,9,596.517
1,529,9,596.517
1,530,9,596.517
1,531,9,596.517
1,532,9,596.517
1,533,9,596.517
1,534,9,596.517
1,535,9,596.517
1,536,9,596.517
1,537,9,596.517
1,538,9,596.517
1,539,9,596.517
1,540,9,596.517
1,541,9,596.517
1,542,9,596.517
1,543,9,596.517
1,544,9,596.517
1,545,9,596.517
1,546,9,596.517
1,547,9,596.517
1,548,9,596.517
1,549,9,596.517
1,550,9,596.517
1,551,9,596.517
1,552,9,596.517
1,553,9,596.517
1,554,9,596.517
1,555,9,596.517
1,556,11,596.517
1,557,11,596.517
1,558,11,596.502
1,559,11,596.502
1,560,11,596.502
1,561,11,596.502
1,562,11,596.502
1,563,11,596.502
1,564,11,596.502
1,565,11,596.502
1,566,11,596.502
1,567,11,596.502
1,568,11,596.502
1,569,11,596.502
1,570,11,596.502
1,571,11,596.502
1,572,11,596.502
1,573,11,596.502
1,574,11,596.502
1,575,11,596.502
1,576,11,596.502
1,577,11,596.502
1,578,11,596.502
1,579,11,596.502
1,580,11,596.502
1,581,11,596.502
1,582,11,596.502
1,583,11,596.502
1,584,11,596.502
1,585,11,596.502
1,586,11,596.502
1,587,11,596.502
1,588,11,596.502
1,589,11,596.502
1,590,11,596.502
1,591,11,596.502
1,592,11,596.502
1,593,11,596.502
1,594,11,596.502
1,595,11,596.502
1,596,11,596.502
1,597,11,596.502
1,598,11,596.502
1,599,11,596.502
1,600,11,596.502
1,601,11,596.502
1,602,11,596.502
1,603,11,596.502
1,604,11,596.502
1,605,11,596.502
1,606,11,596.502
1,607,11,596.502
1,608,11,596.502
1,609,11,596.502
