test, rrt iteration, number of waypoints, distance to goal, time
1,69,0,812.921,86
1,70,7,812.921,89
1,71,7,812.921,91
1,72,7,812.921,94
1,73,7,812.921,97
1,74,7,809.357,100
1,75,7,809.357,103
1,76,7,809.357,106
1,77,7,809.357,109
1,78,7,809.357,112
1,79,7,793.208,115
1,80,7,793.208,118
1,81,7,792.776,121
1,82,7,792.776,124
1,83,7,792.776,127
1,84,8,792.776,131
1,85,8,792.776,134
1,86,8,792.776,137
1,87,8,792.776,140
1,88,8,776.484,143
1,89,8,776.484,147
1,90,8,776.484,150
1,91,8,776.484,154
1,92,7,776.484,157
1,93,7,776.484,161
1,94,7,776.484,164
1,95,7,776.484,167
1,96,7,763.911,171
1,97,7,763.911,175
1,98,7,763.911,179
1,99,7,763.911,183
1,100,7,763.911,186
1,101,7,763.911,190
1,102,7,763.911,194
1,103,7,763.911,197
1,104,7,763.911,201
1,105,7,763.911,205
1,106,7,763.911,210
1,107,7,763.911,214
1,108,7,763.911,218
1,109,7,763.911,222
1,110,7,763.911,226
1,111,7,763.911,230
1,112,7,757.668,235
1,113,7,757.668,240
1,114,7,757.668,244
1,115,7,756.23,248
1,116,7,756.23,253
1,117,7,756.23,257
1,118,7,756.23,261
1,119,7,756.23,266
1,120,7,746.754,270
1,121,7,746.754,275
1,122,7,746.754,280
1,123,7,746.754,285
1,124,7,746.754,289
1,125,7,746.754,293
1,126,7,746.754,298
1,127,7,746.414,302
1,128,8,746.414,307
1,129,8,745.177,312
1,130,7,745.177,317
1,131,7,745.177,322
1,132,7,745.177,326
1,133,7,745.177,331
1,134,7,745.177,335
1,135,7,745.177,340
1,136,7,745.177,345
1,137,7,745.177,351
1,138,7,745.177,356
1,139,7,743.973,361
1,140,7,743.973,367
1,141,7,743.973,372
1,142,7,743.973,376
1,143,7,743.973,381
1,144,7,743.72,387
1,145,7,743.72,392
1,146,7,743.72,398
1,147,7,743.72,403
1,148,7,743.72,408
1,149,7,743.72,414
1,150,7,743.72,419
1,151,7,743.72,424
1,152,7,743.72,430
1,153,7,743.72,436
1,154,7,743.72,442
1,155,8,743.72,448
1,156,8,743.72,453
1,157,8,743.72,460
1,158,8,743.72,465
1,159,8,743.72,471
1,160,8,743.72,476
1,161,8,743.28,483
1,162,8,743.28,489
1,163,8,743.28,495
1,164,8,743.28,500
1,165,8,743.28,507
1,166,8,743.28,513
1,167,8,743.28,519
1,168,8,743.28,525
1,169,8,743.28,531
1,170,8,743.28,537
1,171,8,743.28,544
1,172,8,743.28,550
1,173,8,743.28,556
1,174,8,743.28,563
1,175,8,743.28,570
1,176,8,743.28,576
1,177,8,743.28,582
1,178,8,742.264,588
1,179,8,742.264,595
1,180,8,742.264,602
1,181,8,742.264,609
1,182,8,742.264,615
1,183,8,742.264,622
1,184,8,742.264,629
