test, rrt iteration, number of waypoints, distance to goal, time
1,115,0,780.217,196
1,116,9,767.741,200
1,117,9,767.741,203
1,118,9,767.741,208
1,119,9,767.741,212
1,120,9,767.741,215
1,121,9,767.741,219
1,122,9,767.741,223
1,123,9,767.741,228
1,124,9,767.741,232
1,125,9,767.741,235
1,126,9,767.741,239
1,127,9,767.741,244
1,128,9,767.741,248
1,129,10,767.741,251
1,130,10,767.741,256
1,131,10,767.741,261
1,132,10,767.741,265
1,133,10,767.741,269
1,134,10,767.741,274
1,135,10,767.741,278
1,136,10,767.741,282
1,137,10,767.741,286
1,138,10,767.741,291
1,139,10,767.741,295
1,140,10,767.741,299
1,141,10,767.741,304
1,142,10,767.741,308
1,143,10,765.273,313
1,144,10,765.273,317
1,145,10,765.273,322
1,146,10,765.273,326
1,147,10,765.273,330
1,148,10,765.273,334
1,149,10,765.273,339
1,150,10,765.273,344
1,151,10,765.273,348
1,152,10,765.273,353
1,153,10,765.273,358
1,154,10,765.273,363
1,155,10,765.273,367
1,156,10,765.273,372
1,157,10,765.273,377
1,158,10,765.273,381
1,159,10,765.273,386
1,160,10,765.273,391
1,161,10,765.273,396
1,162,9,761.766,401
1,163,9,761.766,406
1,164,9,761.766,411
1,165,9,761.766,415
1,166,10,761.766,421
1,167,10,761.766,425
1,168,10,761.766,430
1,169,10,761.766,435
1,170,10,761.766,440
1,171,10,761.766,445
1,172,10,761.766,450
1,173,10,761.766,456
1,174,10,761.766,461
1,175,10,761.766,466
1,176,10,761.766,471
1,177,10,761.766,476
1,178,10,761.766,481
1,179,10,761.766,486
1,180,10,760.413,491
1,181,10,760.413,497
1,182,10,760.413,502
1,183,10,760.413,508
1,184,10,760.413,513
1,185,10,760.413,519
1,186,10,760.413,524
1,187,10,755.537,530
1,188,10,755.537,535
1,189,10,755.537,541
1,190,10,755.537,547
1,191,10,755.537,552
1,192,10,755.537,558
1,193,10,755.537,563
1,194,10,755.537,569
1,195,10,755.537,575
1,196,10,755.537,581
1,197,10,755.537,586
1,198,10,755.537,592
1,199,10,755.537,598
1,200,10,755.537,604
1,201,10,751.182,610
1,202,10,751.182,615
1,203,10,751.182,621
1,204,10,748.341,627
1,205,10,748.341,633
1,206,10,748.341,640
1,207,10,748.341,646
1,208,10,748.341,652
1,209,10,748.341,658
1,210,10,748.341,664
1,211,10,748.341,670
1,212,10,748.341,676
1,213,10,748.341,682
1,214,10,746.622,689
1,215,10,746.622,695
1,216,10,746.622,702
1,217,10,746.622,708
1,218,10,746.622,715
1,219,10,746.397,721
1,220,10,746.397,728
1,221,10,746.397,734
1,222,10,746.397,740
1,223,10,746.397,746
1,224,10,746.397,753
1,225,10,746.397,759
1,226,10,746.397,766
1,227,10,746.397,773
1,228,10,746.397,780
1,229,10,746.397,786
1,230,10,746.397,793
1,231,10,746.397,800
1,232,10,746.397,806
1,233,10,746.397,813
1,234,10,746.397,820
1,235,10,746.397,827
1,236,10,746.397,834
1,237,10,746.397,841
1,238,10,746.397,848
1,239,10,746.397,855
1,240,10,746.397,862
1,241,10,746.397,868
1,242,10,746.397,875
1,243,10,746.397,882
1,244,10,746.397,889
1,245,10,746.397,896
1,246,10,746.397,903
1,247,10,746.397,910
1,248,10,746.397,918
1,249,10,746.397,925
1,250,10,746.397,933
1,251,10,746.397,940
1,252,10,746.397,948
1,253,10,746.397,955
1,254,10,746.397,962
1,255,10,746.397,970
1,256,10,746.397,977
1,257,10,746.397,984
1,258,10,746.397,991
1,259,10,746.397,999
1,260,10,746.397,1006
1,261,10,746.397,1014
1,262,10,746.397,1022
