test, rrt iteration, number of waypoints, distance to goal
1,59,0,446.722
1,60,10,446.722
1,61,10,446.722
1,62,10,446.722
1,63,10,446.722
1,64,10,446.722
1,65,10,402.892
1,66,10,402.892
1,67,10,402.892
1,68,10,402.892
1,69,10,402.892
1,70,10,402.892
1,71,10,402.892
1,72,10,402.892
1,73,10,402.892
1,74,9,402.892
1,75,9,402.892
1,76,9,387.504
1,77,9,387.504
1,78,10,387.504
1,79,10,387.504
1,80,10,387.504
1,81,10,387.504
1,82,10,385.858
1,83,11,385.858
1,84,11,385.858
1,85,11,385.858
1,86,11,385.858
1,87,11,385.858
1,88,11,385.858
1,89,11,385.858
1,90,11,385.858
1,91,11,385.858
1,92,11,385.858
1,93,11,385.858
1,94,11,372.696
1,95,10,372.696
1,96,10,372.696
1,97,10,372.696
1,98,10,372.696
1,99,10,372.696
1,100,10,372.696
1,101,10,372.696
1,102,10,372.696
1,103,10,372.696
1,104,10,367.733
1,105,10,367.733
1,106,10,367.733
1,107,10,367.733
1,108,10,367.733
1,109,10,367.733
1,110,10,367.733
1,111,10,367.733
1,112,10,367.733
1,113,10,367.733
1,114,10,367.733
1,115,10,367.733
1,116,10,367.733
1,117,10,367.733
1,118,10,367.733
1,119,10,367.733
1,120,10,367.733
1,121,10,367.733
1,122,10,367.733
1,123,10,367.733
1,124,10,367.733
1,125,10,367.733
1,126,10,367.733
1,127,10,366.302
1,128,10,366.302
1,129,10,366.302
1,130,10,366.302
1,131,10,365.949
1,132,9,365.949
1,133,9,365.949
1,134,9,365.949
1,135,9,364.321
1,136,9,364.321
1,137,9,362.945
1,138,10,360.428
1,139,9,360.428
1,140,10,360.428
1,141,10,360.428
1,142,10,354.656
1,143,10,354.656
1,144,10,354.656
1,145,10,354.656
1,146,10,354.656
1,147,10,354.656
1,148,10,354.656
1,149,10,354.656
1,150,10,354.656
1,151,10,354.295
1,152,10,354.295
1,153,10,354.295
1,154,10,354.295
1,155,10,354.295
1,156,10,354.295
1,157,10,354.295
1,158,10,354.295
1,159,10,354.295
1,160,10,354.295
1,161,10,354.295
1,162,10,354.295
1,163,10,354.295
1,164,10,354.295
1,165,10,353.188
1,166,10,353.188
1,167,9,353.188
1,168,9,353.188
1,169,9,353.188
1,170,9,353.188
1,171,9,353.188
1,172,9,353.188
1,173,9,353.188
1,174,9,353.188
1,175,9,353.188
1,176,9,353.188
1,177,9,353.188
1,178,9,351.606
1,179,10,351.606
1,180,10,348.819
1,181,9,348.819
1,182,8,348.819
1,183,8,348.819
1,184,8,348.819
1,185,8,348.819
1,186,8,348.819
1,187,8,348.819
1,188,8,348.819
1,189,8,347.799
1,190,8,347.799
1,191,8,347.799
1,192,8,347.799
1,193,8,347.799
1,194,8,347.799
1,195,8,345.805
1,196,8,345.805
1,197,8,345.805
1,198,8,345.805
1,199,8,345.805
1,200,8,345.805
1,201,8,345.805
1,202,8,345.805
1,203,8,345.805
1,204,8,345.805
1,205,8,345.805
1,206,8,345.406
1,207,8,345.406
1,208,8,345.406
1,209,8,345.406
1,210,8,345.406
1,211,8,345.406
1,212,8,345.406
1,213,8,345.406
1,214,8,342.842
1,215,8,342.835
1,216,8,342.835
1,217,8,342.835
1,218,8,342.835
1,219,8,342.835
1,220,8,342.835
1,221,8,342.835
1,222,8,342.835
1,223,8,342.835
1,224,8,342.835
1,225,8,342.835
1,226,8,342.835
1,227,8,342.835
1,228,8,342.835
1,229,8,342.663
1,230,8,342.663
1,231,8,342.663
1,232,8,342.663
1,233,8,342.663
1,234,8,342.663
1,235,8,342.663
1,236,8,342.663
1,237,8,342.663
1,238,8,342.663
1,239,8,342.663
1,240,8,342.663
1,241,8,342.663
1,242,8,342.663
1,243,8,342.663
1,244,8,342.663
1,245,8,342.221
1,246,8,342.221
1,247,8,342.221
1,248,8,342.221
1,249,8,342.221
1,250,8,342.221
1,251,8,342.221
1,252,8,342.221
1,253,8,342.2
1,254,8,342.2
1,255,8,342.2
1,256,8,342.2
1,257,8,342.2
1,258,8,342.2
1,259,8,342.2
1,260,8,342.2
1,261,8,342.2
1,262,8,342.2
1,263,9,342.2
1,264,9,342.2
1,265,9,342.2
1,266,9,342.2
1,267,9,342.2
1,268,9,342.2
1,269,9,342.2
1,270,9,342.2
1,271,9,342.2
1,272,9,342.119
1,273,9,342.119
1,274,9,342.119
1,275,9,342.119
1,276,9,342.119
1,277,9,342.119
1,278,9,342.119
1,279,9,342.119
1,280,9,342.119
1,281,9,342.119
1,282,9,342.119
1,283,9,342.119
1,284,9,342.119
1,285,9,342.119
1,286,9,342.079
1,287,9,342.079
1,288,9,342.079
1,289,9,342.079
1,290,9,342.079
1,291,9,342.079
1,292,9,342.079
1,293,9,342.079
1,294,9,342.079
1,295,9,342.079
1,296,9,342.079
1,297,9,342.079
1,298,9,342.079
1,299,9,342.079
1,300,9,342.024
1,301,9,342.024
1,302,9,342.024
1,303,9,342.024
1,304,9,342.024
1,305,9,342.024
1,306,9,342.024
1,307,9,342.024
1,308,9,342.024
1,309,9,342.024
1,310,9,342.024
1,311,9,342.024
1,312,9,342.024
1,313,9,342.024
1,314,9,342.024
1,315,9,342.024
1,316,9,342.024
1,317,9,342.024
1,318,9,342.024
1,319,9,342.024
1,320,9,342.024
1,321,9,342.024
1,322,9,342.024
1,323,9,342.024
1,324,9,342.024
1,325,9,342.024
1,326,9,342.024
1,327,9,342.024
1,328,9,342.024
1,329,9,342.024
1,330,9,342.024
1,331,9,342.024
1,332,9,342.024
1,333,9,342.024
1,334,8,342.024
1,335,8,342.024
1,336,8,342.024
1,337,8,342.017
1,338,8,342.017
1,339,8,342.017
1,340,8,342.017
1,341,8,342.017
1,342,8,342.017
1,343,8,342.017
1,344,8,342.017
1,345,8,342.017
1,346,8,342.017
1,347,8,342.017
1,348,8,342.017
1,349,8,342.017
1,350,8,342.017
1,351,8,342.017
1,352,8,342.017
1,353,8,342.017
1,354,8,342.017
1,355,8,342.017
1,356,8,342.017
1,357,8,342.017
1,358,8,342.017
1,359,8,341.894
1,360,8,341.894
1,361,8,341.894
1,362,8,341.894
1,363,8,341.894
1,364,8,341.894
1,365,8,341.894
1,366,8,341.894
1,367,8,341.894
1,368,8,341.894
1,369,8,341.894
1,370,8,341.851
1,371,8,341.851
1,372,8,341.851
1,373,8,341.851
1,374,8,341.851
1,375,8,341.851
1,376,8,341.851
1,377,8,341.851
1,378,8,341.851
1,379,8,341.851
1,380,8,341.851
1,381,8,341.851
1,382,8,341.851
1,383,8,341.851
1,384,8,341.851
1,385,8,341.851
1,386,8,341.851
1,387,8,341.851
1,388,8,341.851
1,389,8,341.851
1,390,8,341.851
1,391,8,341.851
1,392,8,341.851
1,393,8,341.851
1,394,8,341.851
1,395,8,341.851
1,396,8,341.851
1,397,8,341.851
1,398,8,341.851
1,399,8,341.851
1,400,8,341.851
1,401,8,341.851
1,402,8,341.851
1,403,8,341.851
1,404,8,341.851
1,405,8,341.851
1,406,8,341.851
1,407,8,341.851
1,408,8,341.851
1,409,8,341.851
1,410,8,341.851
1,411,8,341.851
1,412,8,341.851
1,413,8,341.851
1,414,8,341.851
1,415,8,341.851
1,416,8,341.851
1,417,8,341.851
1,418,8,341.851
1,419,8,341.851
1,420,8,341.851
1,421,8,341.851
1,422,8,341.851
1,423,8,341.851
1,424,8,341.851
1,425,8,341.851
1,426,8,341.843
1,427,8,341.843
1,428,8,341.843
1,429,8,341.843
1,430,8,341.843
1,431,8,341.843
1,432,8,341.843
1,433,8,341.843
1,434,8,341.843
1,435,8,341.843
1,436,8,341.843
1,437,8,341.843
1,438,8,341.843
1,439,8,341.843
1,440,8,341.843
1,441,8,341.843
1,442,8,341.843
1,443,8,341.843
1,444,8,341.843
1,445,8,341.843
1,446,8,341.843
1,447,8,341.843
1,448,8,341.843
1,449,8,341.843
1,450,8,341.843
1,451,8,341.843
1,452,8,341.843
1,453,8,341.843
1,454,8,341.843
1,455,8,341.843
1,456,8,341.843
1,457,8,341.843
1,458,8,341.843
1,459,8,341.843
