test, rrt iteration, number of waypoints, distance to goal
1,1032,25,861.601
1,1033,25,861.601
1,1034,25,861.601
1,1035,25,861.601
1,1036,25,861.601
1,1037,25,861.601
1,1038,25,861.601
1,1039,25,861.601
1,1040,25,861.519
1,1041,25,861.519
1,1042,26,861.519
1,1043,26,861.519
1,1044,26,861.519
1,1045,26,861.519
1,1046,26,861.519
1,1047,26,861.519
1,1048,26,861.519
1,1049,26,861.519
1,1050,26,861.519
1,1051,26,861.519
1,1052,26,861.519
1,1053,26,861.519
1,1054,26,861.519
1,1055,25,861.519
1,1056,25,861.519
1,1057,25,861.179
1,1058,25,861.179
1,1059,25,861.179
1,1060,25,861.179
1,1061,25,861.179
1,1062,25,861.179
1,1063,25,861.179
1,1064,23,861.179
1,1065,24,861.179
1,1066,24,861.179
1,1067,24,861.179
1,1068,24,861.179
1,1069,24,861.179
1,1070,24,861.179
1,1071,24,861.179
1,1072,24,861.179
1,1073,24,861.179
1,1074,24,861.179
1,1075,24,861.179
1,1076,24,861.175
1,1077,24,861.175
1,1078,24,861.175
1,1079,24,861.175
1,1080,24,861.175
1,1081,22,861.175
1,1082,22,861.175
1,1083,22,861.175
1,1084,22,861.175
1,1085,23,861.175
1,1086,23,861.175
1,1087,23,859.16
1,1088,23,859.16
1,1089,23,859.16
1,1090,23,859.16
1,1091,23,859.16
1,1092,22,859.16
1,1093,22,859.16
1,1094,22,859.16
1,1095,22,859.16
1,1096,22,859.16
1,1097,22,859.16
1,1098,22,859.16
1,1099,22,859.16
1,1100,22,859.16
1,1101,22,859.16
1,1102,22,859.16
1,1103,22,859.16
1,1104,22,859.16
1,1105,22,859.16
1,1106,22,859.16
1,1107,23,859.16
1,1108,23,859.16
1,1109,23,859.16
1,1110,23,859.16
1,1111,23,859.16
1,1112,23,859.16
1,1113,23,859.16
1,1114,23,859.062
1,1115,23,859.062
1,1116,23,859.062
1,1117,23,859.062
1,1118,23,859.062
1,1119,23,859.062
1,1120,23,857.946
1,1121,23,857.946
1,1122,23,857.946
1,1123,23,857.946
1,1124,23,857.946
1,1125,23,857.946
1,1126,23,857.946
1,1127,23,857.946
1,1128,23,857.946
1,1129,23,857.946
1,1130,23,857.946
1,1131,23,857.946
1,1132,23,857.946
1,1133,23,857.946
