test, rrt iteration, number of waypoints, distance to goal,
1,1531,26,285.945,547.166194188519
1,1532,26,285.945,547.166194188519
1,1533,26,285.945,547.166194188519
1,1534,26,285.945,547.166194188519
1,1535,26,285.945,547.166194188519
1,1536,26,285.945,547.166194188519
1,1537,26,285.945,547.166194188519
1,1538,26,285.945,547.166194188519
1,1539,26,285.945,547.166194188519
1,1540,26,285.945,547.166194188519
1,1541,26,285.945,547.166194188519
1,1542,26,285.945,547.166194188519
1,1543,26,285.945,547.166194188519
1,1544,26,285.945,547.166194188519
1,1545,26,285.945,547.166194188519
1,1546,26,285.945,547.166194188519
1,1547,26,285.945,547.166194188519
1,1548,26,285.945,547.166194188519
1,1549,26,285.945,547.166194188519
1,1550,26,285.945,547.166194188519
1,1551,26,285.945,547.166194188519
1,1552,26,285.945,547.166194188519
1,1553,26,285.945,547.166194188519
1,1554,26,285.945,547.166194188519
1,1555,26,285.945,547.166194188519
1,1556,26,285.945,547.166194188519
1,1557,26,285.945,547.166194188519
1,1558,26,285.945,547.166194188519
1,1559,26,285.945,547.166194188519
1,1560,26,285.945,547.166194188519
1,1561,26,285.945,547.166194188519
1,1562,26,285.945,547.166194188519
1,1563,26,285.945,547.166194188519
1,1564,26,285.945,547.166194188519
1,1565,26,285.945,547.166194188519
1,1566,26,285.945,547.166194188519
1,1567,26,285.945,547.166194188519
1,1568,26,285.945,547.166194188519
1,1569,26,285.865,547.013111268604
1,1570,27,285.865,547.013111268604
1,1571,27,285.865,547.013111268604
1,1572,27,285.842,546.969099929128
1,1573,27,285.842,546.969099929128
1,1574,27,285.842,546.969099929128
1,1575,27,285.842,546.969099929128
1,1576,27,285.842,546.969099929128
1,1577,27,285.842,546.969099929128
1,1578,27,285.842,546.969099929128
1,1579,27,285.842,546.969099929128
1,1580,27,285.842,546.969099929128
1,1581,27,285.842,546.969099929128
1,1582,27,285.842,546.969099929128
1,1583,27,285.842,546.969099929128
1,1584,27,285.842,546.969099929128
1,1585,27,285.842,546.969099929128
1,1586,27,285.842,546.969099929128
1,1587,27,285.842,546.969099929128
1,1588,27,285.842,546.969099929128
1,1589,27,285.842,546.969099929128
1,1590,27,285.842,546.969099929128
1,1591,27,285.652,546.60552799433
1,1592,27,285.652,546.60552799433
1,1593,27,285.652,546.60552799433
1,1594,27,285.652,546.60552799433
1,1595,27,285.652,546.60552799433
1,1596,27,285.652,546.60552799433
1,1597,27,285.652,546.60552799433
1,1598,27,285.652,546.60552799433
1,1599,27,285.652,546.60552799433
1,1600,26,284.634,544.657547838413
1,1601,26,284.634,544.657547838413
1,1602,26,284.634,544.657547838413
1,1603,26,284.634,544.657547838413
1,1604,26,284.634,544.657547838413
1,1605,26,284.634,544.657547838413
1,1606,26,284.634,544.657547838413
1,1607,26,284.634,544.657547838413
1,1608,26,284.634,544.657547838413
1,1609,26,284.634,544.657547838413
1,1610,26,284.634,544.657547838413
1,1611,26,284.634,544.657547838413
1,1612,26,284.634,544.657547838413
1,1613,26,284.634,544.657547838413
1,1614,26,284.634,544.657547838413
1,1615,26,284.634,544.657547838413
1,1616,26,284.634,544.657547838413
1,1617,26,284.634,544.657547838413
1,1618,26,284.634,544.657547838413
1,1619,26,284.634,544.657547838413
1,1620,26,284.634,544.657547838413
1,1621,26,284.634,544.657547838413
1,1622,26,284.634,544.657547838413
1,1623,26,284.634,544.657547838413
1,1624,26,284.622,544.634585400425
1,1625,26,284.622,544.634585400425
1,1626,26,284.622,544.634585400425
1,1627,26,284.622,544.634585400425
1,1628,26,284.622,544.634585400425
1,1629,26,284.622,544.634585400425
1,1630,26,284.622,544.634585400425
1,1631,26,284.622,544.634585400425
1,1632,26,284.622,544.634585400425
1,1633,26,284.622,544.634585400425
1,1634,26,284.622,544.634585400425
1,1635,26,284.622,544.634585400425
1,1636,26,284.622,544.634585400425
1,1637,26,284.622,544.634585400425
1,1638,26,284.622,544.634585400425
1,1639,26,284.622,544.634585400425
1,1640,26,284.622,544.634585400425
1,1641,26,284.622,544.634585400425
1,1642,26,284.622,544.634585400425
1,1643,26,284.622,544.634585400425
1,1644,26,284.622,544.634585400425
1,1645,26,284.622,544.634585400425
1,1646,26,284.622,544.634585400425
1,1647,26,284.622,544.634585400425
1,1648,26,284.622,544.634585400425
1,1649,26,284.622,544.634585400425
1,1650,26,284.622,544.634585400425
1,1651,26,284.622,544.634585400425
1,1652,26,284.622,544.634585400425
1,1653,26,284.622,544.634585400425
1,1654,26,284.622,544.634585400425
1,1655,26,284.622,544.634585400425
1,1656,26,284.497,544.395393338058
1,1657,26,284.497,544.395393338058
1,1658,26,284.497,544.395393338058
1,1659,26,284.497,544.395393338058
1,1660,26,284.497,544.395393338058
1,1661,26,284.497,544.395393338058
1,1662,26,284.497,544.395393338058
1,1663,26,284.497,544.395393338058
1,1664,26,284.497,544.395393338058
1,1665,26,284.497,544.395393338058
1,1666,26,284.497,544.395393338058
1,1667,26,284.497,544.395393338058
1,1668,26,284.497,544.395393338058
1,1669,26,284.497,544.395393338058
1,1670,26,284.497,544.395393338058
1,1671,26,284.497,544.395393338058
1,1672,26,284.497,544.395393338058
1,1673,26,284.497,544.395393338058
1,1674,26,284.497,544.395393338058
1,1675,26,284.497,544.395393338058
1,1676,26,284.497,544.395393338058
1,1677,26,284.497,544.395393338058
1,1678,26,284.497,544.395393338058
1,1679,26,284.497,544.395393338058
1,1680,26,284.497,544.395393338058
1,1681,26,284.497,544.395393338058
1,1682,26,284.497,544.395393338058
1,1683,26,284.497,544.395393338058
1,1684,26,284.497,544.395393338058
1,1685,26,284.497,544.395393338058
1,1686,26,284.497,544.395393338058
1,1687,26,284.497,544.395393338058
1,1688,26,284.497,544.395393338058
1,1689,26,284.497,544.395393338058
1,1690,26,284.497,544.395393338058
1,1691,26,284.497,544.395393338058
1,1692,26,284.497,544.395393338058
1,1693,26,284.497,544.395393338058
1,1694,26,284.497,544.395393338058
1,1695,27,284.497,544.395393338058
1,1696,27,284.497,544.395393338058
1,1697,27,284.497,544.395393338058
1,1698,27,284.497,544.395393338058
1,1699,27,284.497,544.395393338058
1,1700,27,284.497,544.395393338058
1,1701,27,284.497,544.395393338058
1,1702,27,284.497,544.395393338058
1,1703,27,284.497,544.395393338058
1,1704,27,284.497,544.395393338058
1,1705,27,284.497,544.395393338058
1,1706,27,284.497,544.395393338058
1,1707,27,284.497,544.395393338058
1,1708,27,284.497,544.395393338058
1,1709,27,284.497,544.395393338058
1,1710,26,284.497,544.395393338058
1,1711,26,284.497,544.395393338058
1,1712,26,284.497,544.395393338058
1,1713,26,284.497,544.395393338058
1,1714,26,284.497,544.395393338058
1,1715,26,284.497,544.395393338058
1,1716,26,284.497,544.395393338058
1,1717,26,284.497,544.395393338058
1,1718,26,284.497,544.395393338058
1,1719,26,284.497,544.395393338058
1,1720,26,284.497,544.395393338058
1,1721,26,284.497,544.395393338058
1,1722,26,284.497,544.395393338058
1,1723,26,284.497,544.395393338058
1,1724,26,284.497,544.395393338058
1,1725,26,284.497,544.395393338058
1,1726,26,284.497,544.395393338058
1,1727,26,284.497,544.395393338058
1,1728,26,284.376,544.163855421687
1,1729,26,284.376,544.163855421687
1,1730,26,284.376,544.163855421687
1,1731,26,284.376,544.163855421687
1,1732,26,284.376,544.163855421687
1,1733,26,284.376,544.163855421687
1,1734,26,284.376,544.163855421687
1,1735,26,284.376,544.163855421687
1,1736,26,284.376,544.163855421687
1,1737,26,283.504,542.495251594614
1,1738,26,283.504,542.495251594614
1,1739,26,283.504,542.495251594614
1,1740,26,283.504,542.495251594614
1,1741,26,283.504,542.495251594614
1,1742,26,283.504,542.495251594614
1,1743,26,283.504,542.495251594614
1,1744,26,283.504,542.495251594614
1,1745,26,283.504,542.495251594614
1,1746,26,283.504,542.495251594614
1,1747,26,283.504,542.495251594614
1,1748,26,283.504,542.495251594614
1,1749,26,283.504,542.495251594614
1,1750,26,283.504,542.495251594614
1,1751,26,283.504,542.495251594614
1,1752,26,283.504,542.495251594614
1,1753,26,283.504,542.495251594614
1,1754,26,283.504,542.495251594614
1,1755,26,283.504,542.495251594614
1,1756,26,283.504,542.495251594614
1,1757,26,283.504,542.495251594614
1,1758,26,283.504,542.495251594614
1,1759,26,283.504,542.495251594614
1,1760,26,283.504,542.495251594614
1,1761,26,283.504,542.495251594614
1,1762,26,283.504,542.495251594614
1,1763,26,283.504,542.495251594614
1,1764,26,283.504,542.495251594614
1,1765,26,283.504,542.495251594614
1,1766,26,283.504,542.495251594614
1,1767,26,283.504,542.495251594614
1,1768,26,283.504,542.495251594614
1,1769,26,283.504,542.495251594614
1,1770,26,283.504,542.495251594614
1,1771,26,283.504,542.495251594614
1,1772,27,283.504,542.495251594614
1,1773,27,283.504,542.495251594614
1,1774,27,283.504,542.495251594614
1,1775,27,283.504,542.495251594614
1,1776,27,283.504,542.495251594614
1,1777,27,283.504,542.495251594614
1,1778,27,283.504,542.495251594614
1,1779,27,283.504,542.495251594614
1,1780,27,283.504,542.495251594614
1,1781,27,283.504,542.495251594614
1,1782,27,283.504,542.495251594614
1,1783,27,283.504,542.495251594614
1,1784,27,283.504,542.495251594614
1,1785,27,283.504,542.495251594614
1,1786,27,283.504,542.495251594614
1,1787,27,283.504,542.495251594614
1,1788,27,283.504,542.495251594614
1,1789,27,283.504,542.495251594614
1,1790,27,283.504,542.495251594614
1,1791,27,283.504,542.495251594614
1,1792,27,283.504,542.495251594614
1,1793,27,283.504,542.495251594614
1,1794,27,283.504,542.495251594614
1,1795,27,283.504,542.495251594614
1,1796,27,283.504,542.495251594614
1,1797,27,283.504,542.495251594614
1,1798,27,283.428,542.349822820695
1,1799,27,283.428,542.349822820695
1,1800,27,283.428,542.349822820695
1,1801,27,283.428,542.349822820695
1,1802,27,283.428,542.349822820695
1,1803,27,283.428,542.349822820695
1,1804,27,283.428,542.349822820695
1,1805,27,283.428,542.349822820695
1,1806,27,283.396,542.288589652729
1,1807,27,283.396,542.288589652729
1,1808,27,283.396,542.288589652729
1,1809,27,283.396,542.288589652729
1,1810,27,283.396,542.288589652729
1,1811,27,283.396,542.288589652729
1,1812,27,283.396,542.288589652729
1,1813,27,283.396,542.288589652729
1,1814,27,283.396,542.288589652729
1,1815,27,283.396,542.288589652729
1,1816,27,283.396,542.288589652729
1,1817,27,283.396,542.288589652729
1,1818,27,283.396,542.288589652729
1,1819,27,283.396,542.288589652729
1,1820,27,283.396,542.288589652729
1,1821,27,283.396,542.288589652729
1,1822,27,283.396,542.288589652729
1,1823,27,283.396,542.288589652729
1,1824,27,283.396,542.288589652729
1,1825,27,283.396,542.288589652729
1,1826,27,283.396,542.288589652729
1,1827,27,283.396,542.288589652729
1,1828,27,283.396,542.288589652729
1,1829,27,283.396,542.288589652729
1,1830,27,283.396,542.288589652729
1,1831,27,283.396,542.288589652729
1,1832,27,283.396,542.288589652729
1,1833,27,283.396,542.288589652729
1,1834,27,283.396,542.288589652729
1,1835,27,283.396,542.288589652729
1,1836,27,283.396,542.288589652729
1,1837,27,283.396,542.288589652729
1,1838,27,283.396,542.288589652729
1,1839,27,283.396,542.288589652729
1,1840,27,283.396,542.288589652729
1,1841,27,283.396,542.288589652729
1,1842,27,283.396,542.288589652729
1,1843,27,283.396,542.288589652729
1,1844,27,283.396,542.288589652729
1,1845,27,283.396,542.288589652729
1,1846,27,283.396,542.288589652729
1,1847,27,283.396,542.288589652729
1,1848,27,283.396,542.288589652729
1,1849,27,283.396,542.288589652729
1,1850,27,283.396,542.288589652729
1,1851,27,283.396,542.288589652729
1,1852,27,283.396,542.288589652729
1,1853,27,283.396,542.288589652729
1,1854,27,283.396,542.288589652729
1,1855,27,283.396,542.288589652729
1,1856,27,283.396,542.288589652729
1,1857,27,283.396,542.288589652729
1,1858,27,283.396,542.288589652729
1,1859,27,283.396,542.288589652729
1,1860,27,283.396,542.288589652729
1,1861,27,283.396,542.288589652729
1,1862,27,283.396,542.288589652729
1,1863,27,283.396,542.288589652729
1,1864,27,283.396,542.288589652729
1,1865,27,283.396,542.288589652729
1,1866,27,283.396,542.288589652729
1,1867,27,283.281,542.068532955351
1,1868,27,283.281,542.068532955351
1,1869,27,283.281,542.068532955351
1,1870,27,283.281,542.068532955351
1,1871,27,283.281,542.068532955351
1,1872,27,283.281,542.068532955351
1,1873,27,283.281,542.068532955351
1,1874,27,283.281,542.068532955351
1,1875,27,283.281,542.068532955351
1,1876,27,283.281,542.068532955351
1,1877,27,283.281,542.068532955351
1,1878,27,283.281,542.068532955351
1,1879,27,283.281,542.068532955351
1,1880,27,283.281,542.068532955351
1,1881,27,283.281,542.068532955351
1,1882,27,283.281,542.068532955351
1,1883,27,283.281,542.068532955351
1,1884,27,283.281,542.068532955351
1,1885,27,283.281,542.068532955351
1,1886,27,283.281,542.068532955351
1,1887,27,283.281,542.068532955351
1,1888,27,283.281,542.068532955351
1,1889,27,283.281,542.068532955351
1,1890,27,283.281,542.068532955351
1,1891,27,283.281,542.068532955351
1,1892,27,283.281,542.068532955351
1,1893,27,283.281,542.068532955351
1,1894,27,283.281,542.068532955351
1,1895,27,283.281,542.068532955351
1,1896,27,283.281,542.068532955351
1,1897,27,283.281,542.068532955351
1,1898,27,283.281,542.068532955351
1,1899,27,283.281,542.068532955351
1,1900,27,283.281,542.068532955351
1,1901,27,283.281,542.068532955351
1,1902,27,283.281,542.068532955351
1,1903,27,283.281,542.068532955351
1,1904,27,283.281,542.068532955351
1,1905,27,283.281,542.068532955351
1,1906,27,283.281,542.068532955351
1,1907,27,283.281,542.068532955351
1,1908,27,283.281,542.068532955351
1,1909,27,283.281,542.068532955351
1,1910,27,283.281,542.068532955351
1,1911,27,283.281,542.068532955351
1,1912,27,283.281,542.068532955351
1,1913,27,283.272,542.051311126861
1,1914,27,283.272,542.051311126861
1,1915,27,283.272,542.051311126861
1,1916,27,283.272,542.051311126861
1,1917,27,283.272,542.051311126861
1,1918,27,283.272,542.051311126861
1,1919,27,283.272,542.051311126861
1,1920,27,283.272,542.051311126861
1,1921,27,283.272,542.051311126861
1,1922,27,283.272,542.051311126861
1,1923,27,283.272,542.051311126861
1,1924,27,283.272,542.051311126861
1,1925,27,283.272,542.051311126861
1,1926,27,283.272,542.051311126861
1,1927,27,283.272,542.051311126861
1,1928,27,283.272,542.051311126861
1,1929,27,283.272,542.051311126861
1,1930,27,283.272,542.051311126861
1,1931,27,283.272,542.051311126861
1,1932,27,283.272,542.051311126861
1,1933,27,283.272,542.051311126861
1,1934,27,283.272,542.051311126861
1,1935,27,283.272,542.051311126861
1,1936,27,283.272,542.051311126861
1,1937,27,283.272,542.051311126861
1,1938,27,283.272,542.051311126861
1,1939,27,283.272,542.051311126861
1,1940,27,283.272,542.051311126861
1,1941,27,283.272,542.051311126861
1,1942,27,283.272,542.051311126861
1,1943,27,283.272,542.051311126861
1,1944,27,283.272,542.051311126861
1,1945,27,283.272,542.051311126861
1,1946,27,283.272,542.051311126861
1,1947,27,283.272,542.051311126861
1,1948,27,283.272,542.051311126861
1,1949,27,283.272,542.051311126861
1,1950,27,283.272,542.051311126861
1,1951,27,283.272,542.051311126861
1,1952,27,283.272,542.051311126861
1,1953,27,283.272,542.051311126861
1,1954,27,283.272,542.051311126861
1,1955,27,283.272,542.051311126861
1,1956,27,283.272,542.051311126861
1,1957,27,283.272,542.051311126861
1,1958,27,283.272,542.051311126861
1,1959,27,283.272,542.051311126861
1,1960,27,283.272,542.051311126861
1,1961,27,283.272,542.051311126861
1,1962,27,283.272,542.051311126861
1,1963,27,283.272,542.051311126861
1,1964,27,283.272,542.051311126861
1,1965,27,283.272,542.051311126861
1,1966,27,283.272,542.051311126861
1,1967,27,283.272,542.051311126861
1,1968,27,283.272,542.051311126861
1,1969,27,283.272,542.051311126861
1,1970,27,283.272,542.051311126861
1,1971,27,283.272,542.051311126861
1,1972,27,283.272,542.051311126861
1,1973,27,283.272,542.051311126861
1,1974,27,283.272,542.051311126861
1,1975,27,283.272,542.051311126861
1,1976,27,283.272,542.051311126861
1,1977,27,283.272,542.051311126861
1,1978,27,283.272,542.051311126861
1,1979,27,283.272,542.051311126861
1,1980,27,283.272,542.051311126861
1,1981,27,283.272,542.051311126861
1,1982,27,283.272,542.051311126861
1,1983,27,283.272,542.051311126861
1,1984,27,283.272,542.051311126861
1,1985,27,283.272,542.051311126861
1,1986,27,283.272,542.051311126861
1,1987,27,283.272,542.051311126861
1,1988,27,283.272,542.051311126861
1,1989,27,283.272,542.051311126861
1,1990,27,283.272,542.051311126861
1,1991,27,283.272,542.051311126861
1,1992,27,283.272,542.051311126861
1,1993,27,283.272,542.051311126861
1,1994,27,283.272,542.051311126861
1,1995,27,283.272,542.051311126861
1,1996,27,283.272,542.051311126861
1,1997,27,283.272,542.051311126861
1,1998,27,283.272,542.051311126861
1,1999,27,283.272,542.051311126861
1,2000,27,283.272,542.051311126861
1,2001,27,283.272,542.051311126861
1,2002,27,283.272,542.051311126861
1,2003,27,283.272,542.051311126861
1,2004,27,283.272,542.051311126861
1,2005,27,283.272,542.051311126861
1,2006,27,283.272,542.051311126861
1,2007,27,283.272,542.051311126861
1,2008,27,283.272,542.051311126861
1,2009,27,283.272,542.051311126861
1,2010,27,283.272,542.051311126861
1,2011,27,283.272,542.051311126861
1,2012,27,283.272,542.051311126861
1,2013,27,283.272,542.051311126861
1,2014,27,283.272,542.051311126861
1,2015,27,283.272,542.051311126861
1,2016,27,283.272,542.051311126861
1,2017,27,283.272,542.051311126861
1,2018,27,283.272,542.051311126861
1,2019,27,283.272,542.051311126861
1,2020,27,283.272,542.051311126861
1,2021,27,283.272,542.051311126861
1,2022,27,283.272,542.051311126861
1,2023,27,283.272,542.051311126861
1,2024,27,283.272,542.051311126861
1,2025,27,283.272,542.051311126861
1,2026,27,283.272,542.051311126861
1,2027,27,283.272,542.051311126861
1,2028,27,283.272,542.051311126861
1,2029,27,283.272,542.051311126861
1,2030,27,283.272,542.051311126861
1,2031,27,283.272,542.051311126861
1,2032,27,283.272,542.051311126861
1,2033,27,283.272,542.051311126861
1,2034,27,283.272,542.051311126861
1,2035,27,283.272,542.051311126861
1,2036,27,283.272,542.051311126861
1,2037,27,283.272,542.051311126861
1,2038,27,283.272,542.051311126861
1,2039,27,283.272,542.051311126861
1,2040,27,283.272,542.051311126861
1,2041,27,283.054,541.634160170092
1,2042,27,283.054,541.634160170092
1,2043,27,283.054,541.634160170092
1,2044,27,283.054,541.634160170092
1,2045,27,283.054,541.634160170092
1,2046,27,283.054,541.634160170092
1,2047,27,283.054,541.634160170092
1,2048,27,283.054,541.634160170092
1,2049,27,283.054,541.634160170092
1,2050,27,283.054,541.634160170092
1,2051,27,283.054,541.634160170092
1,2052,27,283.054,541.634160170092
1,2053,27,283.054,541.634160170092
1,2054,27,283.054,541.634160170092
1,2055,27,283.054,541.634160170092
1,2056,27,283.035,541.597802976612
1,2057,27,283.035,541.597802976612
1,2058,27,283.035,541.597802976612
1,2059,27,283.035,541.597802976612
1,2060,27,283.035,541.597802976612
1,2061,27,283.035,541.597802976612
1,2062,27,283.035,541.597802976612
1,2063,27,283.035,541.597802976612
1,2064,27,283.035,541.597802976612
1,2065,27,283.035,541.597802976612
1,2066,27,283.035,541.597802976612
1,2067,27,283.035,541.597802976612
1,2068,27,283.035,541.597802976612
1,2069,27,283.035,541.597802976612
1,2070,27,283.035,541.597802976612
1,2071,27,283.035,541.597802976612
1,2072,27,283.035,541.597802976612
1,2073,27,283.035,541.597802976612
1,2074,27,283.035,541.597802976612
1,2075,27,283.035,541.597802976612
1,2076,27,283.035,541.597802976612
1,2077,27,283.035,541.597802976612
1,2078,27,283.035,541.597802976612
1,2079,27,283.035,541.597802976612
1,2080,27,283.035,541.597802976612
1,2081,27,283.035,541.597802976612
1,2082,27,283.035,541.597802976612
1,2083,27,283.035,541.597802976612
1,2084,27,283.035,541.597802976612
1,2085,27,283.035,541.597802976612
1,2086,27,283.035,541.597802976612
1,2087,27,283.024,541.576754075124
1,2088,27,283.024,541.576754075124
1,2089,27,283.024,541.576754075124
1,2090,27,283.024,541.576754075124
1,2091,27,283.024,541.576754075124
1,2092,27,283.024,541.576754075124
1,2093,27,283.024,541.576754075124
1,2094,27,283.024,541.576754075124
1,2095,27,283.024,541.576754075124
1,2096,27,283.024,541.576754075124
1,2097,27,283.024,541.576754075124
1,2098,27,283.024,541.576754075124
1,2099,27,283.024,541.576754075124
1,2100,27,283.024,541.576754075124
1,2101,27,283.024,541.576754075124
1,2102,27,283.024,541.576754075124
1,2103,27,283.024,541.576754075124
1,2104,27,283.024,541.576754075124
1,2105,27,283.024,541.576754075124
1,2106,27,283.024,541.576754075124
1,2107,27,283.024,541.576754075124
1,2108,27,283.024,541.576754075124
1,2109,27,283.024,541.576754075124
1,2110,27,283.024,541.576754075124
1,2111,27,283.024,541.576754075124
1,2112,27,283.024,541.576754075124
1,2113,27,283.024,541.576754075124
1,2114,27,283.024,541.576754075124
1,2115,27,283.024,541.576754075124
1,2116,27,283.024,541.576754075124
1,2117,27,283.024,541.576754075124
1,2118,27,283.024,541.576754075124
1,2119,27,283.024,541.576754075124
1,2120,27,283.024,541.576754075124
1,2121,27,283.024,541.576754075124
1,2122,27,283.024,541.576754075124
1,2123,27,283.024,541.576754075124
1,2124,27,283.024,541.576754075124
1,2125,27,283.024,541.576754075124
1,2126,27,283.024,541.576754075124
1,2127,27,283.024,541.576754075124
1,2128,27,283.024,541.576754075124
1,2129,27,283.024,541.576754075124
1,2130,27,283.024,541.576754075124
1,2131,27,283.024,541.576754075124
1,2132,27,283.024,541.576754075124
1,2133,27,283.024,541.576754075124
1,2134,27,283.024,541.576754075124
1,2135,27,283.024,541.576754075124
1,2136,27,283.024,541.576754075124
1,2137,27,283.024,541.576754075124
1,2138,27,283.024,541.576754075124
1,2139,27,283.024,541.576754075124
1,2140,27,283.024,541.576754075124
1,2141,27,283.024,541.576754075124
1,2142,27,283.024,541.576754075124
1,2143,27,283.024,541.576754075124
1,2144,27,283.024,541.576754075124
1,2145,27,283.024,541.576754075124
1,2146,27,283.024,541.576754075124
1,2147,27,283.024,541.576754075124
1,2148,27,283.024,541.576754075124
1,2149,27,283.024,541.576754075124
1,2150,27,283.024,541.576754075124
1,2151,27,283.024,541.576754075124
1,2152,27,283.024,541.576754075124
1,2153,27,283.024,541.576754075124
1,2154,27,283.024,541.576754075124
1,2155,27,283.024,541.576754075124
1,2156,27,283.024,541.576754075124
1,2157,27,283.024,541.576754075124
1,2158,27,283.024,541.576754075124
1,2159,27,283.024,541.576754075124
1,2160,27,283.024,541.576754075124
1,2161,27,283.024,541.576754075124
1,2162,27,283.024,541.576754075124
1,2163,27,283.024,541.576754075124
1,2164,27,283.024,541.576754075124
1,2165,27,283.024,541.576754075124
1,2166,27,283.024,541.576754075124
1,2167,27,283.024,541.576754075124
1,2168,27,283.024,541.576754075124
1,2169,27,283.024,541.576754075124
1,2170,27,283.024,541.576754075124
1,2171,27,283.024,541.576754075124
1,2172,27,283.024,541.576754075124
1,2173,27,283.024,541.576754075124
1,2174,27,283.024,541.576754075124
1,2175,27,283.024,541.576754075124
1,2176,27,283.024,541.576754075124
1,2177,27,283.024,541.576754075124
1,2178,27,283.024,541.576754075124
1,2179,27,283.024,541.576754075124
1,2180,27,283.024,541.576754075124
1,2181,27,283.024,541.576754075124
1,2182,27,283.018,541.56527285613
1,2183,27,283.018,541.56527285613
1,2184,27,283.018,541.56527285613
1,2185,27,283.018,541.56527285613
1,2186,27,283.018,541.56527285613
1,2187,27,283.018,541.56527285613
1,2188,27,283.018,541.56527285613
1,2189,27,283.018,541.56527285613
1,2190,27,283.018,541.56527285613
1,2191,27,283.018,541.56527285613
1,2192,27,283.018,541.56527285613
1,2193,27,283.018,541.56527285613
1,2194,27,283.018,541.56527285613
1,2195,27,283.018,541.56527285613
1,2196,27,283.018,541.56527285613
1,2197,27,283.018,541.56527285613
1,2198,27,283.018,541.56527285613
1,2199,27,283.018,541.56527285613
1,2200,27,283.018,541.56527285613
1,2201,27,283.018,541.56527285613
1,2202,27,283.018,541.56527285613
1,2203,27,283.018,541.56527285613
1,2204,27,283.018,541.56527285613
1,2205,27,283.018,541.56527285613
1,2206,27,283.018,541.56527285613
1,2207,27,283.018,541.56527285613
1,2208,27,283.018,541.56527285613
1,2209,27,282.97,541.473423104182
1,2210,27,282.97,541.473423104182
1,2211,27,282.97,541.473423104182
1,2212,27,282.97,541.473423104182
1,2213,27,282.97,541.473423104182
1,2214,27,282.97,541.473423104182
1,2215,27,282.97,541.473423104182
1,2216,27,282.97,541.473423104182
1,2217,27,282.97,541.473423104182
1,2218,27,282.97,541.473423104182
1,2219,27,282.97,541.473423104182
1,2220,27,282.97,541.473423104182
1,2221,27,282.97,541.473423104182
1,2222,27,282.97,541.473423104182
1,2223,27,282.97,541.473423104182
1,2224,27,282.97,541.473423104182
1,2225,27,282.97,541.473423104182
1,2226,27,282.97,541.473423104182
1,2227,27,282.97,541.473423104182
1,2228,27,282.97,541.473423104182
1,2229,27,282.97,541.473423104182
1,2230,27,282.97,541.473423104182
1,2231,27,282.97,541.473423104182
1,2232,27,282.97,541.473423104182
1,2233,27,282.97,541.473423104182
1,2234,27,282.876,541.293550673281
1,2235,27,282.876,541.293550673281
1,2236,27,282.876,541.293550673281
1,2237,27,282.876,541.293550673281
1,2238,27,282.876,541.293550673281
1,2239,27,282.876,541.293550673281
1,2240,27,282.876,541.293550673281
1,2241,27,282.876,541.293550673281
1,2242,27,282.876,541.293550673281
1,2243,27,282.876,541.293550673281
1,2244,27,282.876,541.293550673281
1,2245,27,282.876,541.293550673281
1,2246,27,282.876,541.293550673281
1,2247,27,282.876,541.293550673281
1,2248,27,282.876,541.293550673281
1,2249,27,282.876,541.293550673281
1,2250,27,282.876,541.293550673281
1,2251,27,282.876,541.293550673281
1,2252,27,282.876,541.293550673281
1,2253,27,282.876,541.293550673281
1,2254,27,282.876,541.293550673281
1,2255,27,282.876,541.293550673281
1,2256,27,282.876,541.293550673281
1,2257,27,282.876,541.293550673281
1,2258,27,282.876,541.293550673281
1,2259,27,282.876,541.293550673281
1,2260,27,282.876,541.293550673281
1,2261,27,282.876,541.293550673281
1,2262,27,282.876,541.293550673281
1,2263,27,282.876,541.293550673281
1,2264,27,282.876,541.293550673281
1,2265,27,282.876,541.293550673281
1,2266,27,282.876,541.293550673281
1,2267,27,282.876,541.293550673281
1,2268,27,282.876,541.293550673281
1,2269,27,282.876,541.293550673281
1,2270,27,282.876,541.293550673281
1,2271,27,282.876,541.293550673281
1,2272,27,282.876,541.293550673281
1,2273,27,282.876,541.293550673281
1,2274,27,282.876,541.293550673281
1,2275,27,282.876,541.293550673281
1,2276,27,282.876,541.293550673281
1,2277,27,282.876,541.293550673281
1,2278,27,282.876,541.293550673281
1,2279,27,282.876,541.293550673281
1,2280,27,282.876,541.293550673281
1,2281,27,282.876,541.293550673281
1,2282,27,282.876,541.293550673281
1,2283,27,282.876,541.293550673281
1,2284,27,282.876,541.293550673281
1,2285,27,282.876,541.293550673281
1,2286,27,282.876,541.293550673281
1,2287,27,282.876,541.293550673281
1,2288,27,282.876,541.293550673281
1,2289,27,282.876,541.293550673281
1,2290,27,282.876,541.293550673281
1,2291,27,282.876,541.293550673281
1,2292,27,282.876,541.293550673281
1,2293,27,282.876,541.293550673281
1,2294,27,282.876,541.293550673281
1,2295,27,282.876,541.293550673281
1,2296,27,282.876,541.293550673281
1,2297,27,282.876,541.293550673281
1,2298,27,282.876,541.293550673281
1,2299,27,282.876,541.293550673281
1,2300,27,282.867,541.276328844791
1,2301,27,282.867,541.276328844791
1,2302,27,282.867,541.276328844791
1,2303,27,282.867,541.276328844791
1,2304,27,282.867,541.276328844791
1,2305,27,282.867,541.276328844791
1,2306,27,282.867,541.276328844791
